2023-12-03 20:53:34,182 - INFO - === Script execution START (ESG9 Classification) at: 2023-12-03 20:53:34.182247 ===
2023-12-03 20:54:04,668 - INFO - FinBERT-ESG classification completed for document 656b0fe856b3a036308cce63. Label: Non-ESG, Score: 0.8936874270439148
2023-12-03 20:54:05,360 - INFO - FinBERT-ESG classification completed for document 656b0fe856b3a036308cce64. Label: Business Ethics & Values, Score: 0.4898664355278015
2023-12-03 20:54:05,972 - INFO - FinBERT-ESG classification completed for document 656b0fe956b3a036308cce65. Label: Corporate Governance, Score: 0.9024701714515686
2023-12-03 20:54:06,685 - INFO - FinBERT-ESG classification completed for document 656b102c56b3a036308cce71. Label: Pollution & Waste, Score: 0.5301117300987244
2023-12-03 20:54:07,435 - INFO - FinBERT-ESG classification completed for document 656b102c56b3a036308cce72. Label: Human Capital, Score: 0.9842602610588074
2023-12-03 20:54:08,199 - INFO - FinBERT-ESG classification completed for document 656b102c56b3a036308cce73. Label: Product Liability, Score: 0.47224560379981995
2023-12-03 20:54:08,927 - INFO - FinBERT-ESG classification completed for document 656b102c56b3a036308cce74. Label: Pollution & Waste, Score: 0.9726826548576355
2023-12-03 20:54:09,574 - INFO - FinBERT-ESG classification completed for document 656b102c56b3a036308cce75. Label: Human Capital, Score: 0.9654503464698792
2023-12-03 20:54:10,255 - INFO - FinBERT-ESG classification completed for document 656b102d56b3a036308cce76. Label: Business Ethics & Values, Score: 0.6829841732978821
2023-12-03 20:54:11,102 - INFO - FinBERT-ESG classification completed for document 656b102d56b3a036308cce77. Label: Business Ethics & Values, Score: 0.8018978238105774
2023-12-03 20:54:11,412 - INFO - FinBERT-ESG classification completed for document 656b102d56b3a036308cce78. Label: Non-ESG, Score: 0.8936874270439148
2023-12-03 20:54:12,037 - INFO - FinBERT-ESG classification completed for document 656b102d56b3a036308cce79. Label: Community Relations, Score: 0.9400215148925781
2023-12-03 20:54:12,691 - INFO - FinBERT-ESG classification completed for document 656b107d56b3a036308cce85. Label: Pollution & Waste, Score: 0.9398370981216431
2023-12-03 20:54:13,427 - INFO - FinBERT-ESG classification completed for document 656b107d56b3a036308cce86. Label: Corporate Governance, Score: 0.7518543601036072
2023-12-03 20:54:14,182 - INFO - FinBERT-ESG classification completed for document 656b107e56b3a036308cce87. Label: Business Ethics & Values, Score: 0.9748938679695129
2023-12-03 20:54:14,767 - INFO - FinBERT-ESG classification completed for document 656b107e56b3a036308cce88. Label: Business Ethics & Values, Score: 0.7942736744880676
2023-12-03 20:54:15,559 - INFO - FinBERT-ESG classification completed for document 656b107e56b3a036308cce89. Label: Community Relations, Score: 0.7474385499954224
2023-12-03 20:54:16,333 - INFO - FinBERT-ESG classification completed for document 656b107e56b3a036308cce8a. Label: Business Ethics & Values, Score: 0.9614369869232178
2023-12-03 20:54:17,174 - INFO - FinBERT-ESG classification completed for document 656b107f56b3a036308cce8b. Label: Business Ethics & Values, Score: 0.9433399438858032
2023-12-03 20:54:17,928 - INFO - FinBERT-ESG classification completed for document 656b107f56b3a036308cce8c. Label: Business Ethics & Values, Score: 0.6441888213157654
2023-12-03 20:54:18,487 - INFO - FinBERT-ESG classification completed for document 656b107f56b3a036308cce8d. Label: Business Ethics & Values, Score: 0.950356125831604
2023-12-03 20:54:19,163 - INFO - FinBERT-ESG classification completed for document 656b107f56b3a036308cce8e. Label: Community Relations, Score: 0.7520027756690979
2023-12-03 20:54:19,681 - INFO - FinBERT-ESG classification completed for document 656b10c956b3a036308cce9a. Label: Corporate Governance, Score: 0.5113915205001831
2023-12-03 20:54:20,433 - INFO - FinBERT-ESG classification completed for document 656b10c956b3a036308cce9b. Label: Community Relations, Score: 0.37534016370773315
2023-12-03 20:54:21,212 - INFO - FinBERT-ESG classification completed for document 656b10c956b3a036308cce9c. Label: Business Ethics & Values, Score: 0.8428482413291931
2023-12-03 20:54:21,926 - INFO - FinBERT-ESG classification completed for document 656b10ca56b3a036308cce9d. Label: Corporate Governance, Score: 0.7532480359077454
2023-12-03 20:54:22,730 - INFO - FinBERT-ESG classification completed for document 656b10ca56b3a036308cce9e. Label: Product Liability, Score: 0.9618228077888489
2023-12-03 20:54:23,487 - INFO - FinBERT-ESG classification completed for document 656b10ca56b3a036308cce9f. Label: Product Liability, Score: 0.2520049214363098
2023-12-03 20:54:23,995 - INFO - FinBERT-ESG classification completed for document 656b10ca56b3a036308ccea0. Label: Community Relations, Score: 0.5168595910072327
2023-12-03 20:54:24,645 - INFO - FinBERT-ESG classification completed for document 656b10ca56b3a036308ccea1. Label: Business Ethics & Values, Score: 0.5408738851547241
2023-12-03 20:54:25,322 - INFO - FinBERT-ESG classification completed for document 656b111656b3a036308ccead. Label: Business Ethics & Values, Score: 0.974000096321106
2023-12-03 20:54:25,991 - INFO - FinBERT-ESG classification completed for document 656b111656b3a036308cceae. Label: Business Ethics & Values, Score: 0.9140915274620056
2023-12-03 20:54:26,678 - INFO - FinBERT-ESG classification completed for document 656b111656b3a036308cceaf. Label: Community Relations, Score: 0.8339688181877136
2023-12-03 20:54:27,428 - INFO - FinBERT-ESG classification completed for document 656b111656b3a036308cceb0. Label: Business Ethics & Values, Score: 0.9061981439590454
2023-12-03 20:54:28,044 - INFO - FinBERT-ESG classification completed for document 656b111656b3a036308cceb1. Label: Business Ethics & Values, Score: 0.8295332193374634
2023-12-03 20:54:28,664 - INFO - FinBERT-ESG classification completed for document 656b111756b3a036308cceb2. Label: Community Relations, Score: 0.5067015886306763
2023-12-03 20:54:29,042 - INFO - FinBERT-ESG classification completed for document 656b111756b3a036308cceb3. Label: Non-ESG, Score: 0.8936874270439148
2023-12-03 20:54:29,678 - INFO - FinBERT-ESG classification completed for document 656b111756b3a036308cceb4. Label: Business Ethics & Values, Score: 0.9316136240959167
2023-12-03 20:54:30,626 - INFO - FinBERT-ESG classification completed for document 656b111756b3a036308cceb5. Label: Community Relations, Score: 0.8471301198005676
2023-12-03 20:54:31,350 - INFO - FinBERT-ESG classification completed for document 656b111756b3a036308cceb6. Label: Business Ethics & Values, Score: 0.878962516784668
2023-12-03 20:54:31,897 - INFO - FinBERT-ESG classification completed for document 656b116256b3a036308ccec2. Label: Product Liability, Score: 0.9181755781173706
2023-12-03 20:54:32,650 - INFO - FinBERT-ESG classification completed for document 656b116256b3a036308ccec3. Label: Product Liability, Score: 0.873245894908905
2023-12-03 20:54:33,186 - INFO - FinBERT-ESG classification completed for document 656b116256b3a036308ccec4. Label: Product Liability, Score: 0.8335950374603271
2023-12-03 20:54:33,697 - INFO - FinBERT-ESG classification completed for document 656b116256b3a036308ccec5. Label: Product Liability, Score: 0.6586583256721497
2023-12-03 20:54:34,372 - INFO - FinBERT-ESG classification completed for document 656b116356b3a036308ccec6. Label: Product Liability, Score: 0.9249069094657898
2023-12-03 20:54:34,993 - INFO - FinBERT-ESG classification completed for document 656b116356b3a036308ccec7. Label: Human Capital, Score: 0.9780398607254028
2023-12-03 20:54:35,628 - INFO - FinBERT-ESG classification completed for document 656b116356b3a036308ccec8. Label: Product Liability, Score: 0.8659977912902832
2023-12-03 20:54:36,093 - INFO - FinBERT-ESG classification completed for document 656b116456b3a036308ccec9. Label: Product Liability, Score: 0.879905104637146
2023-12-03 20:54:36,896 - INFO - FinBERT-ESG classification completed for document 656b11bb56b3a036308cced5. Label: Corporate Governance, Score: 0.7512061595916748
2023-12-03 20:54:37,663 - INFO - FinBERT-ESG classification completed for document 656b11bb56b3a036308cced6. Label: Natural Capital, Score: 0.981747567653656
2023-12-03 20:54:38,431 - INFO - FinBERT-ESG classification completed for document 656b11bb56b3a036308cced7. Label: Corporate Governance, Score: 0.991148829460144
2023-12-03 20:54:39,338 - INFO - FinBERT-ESG classification completed for document 656b11bc56b3a036308cced8. Label: Human Capital, Score: 0.5925682783126831
2023-12-03 20:54:40,131 - INFO - FinBERT-ESG classification completed for document 656b11bc56b3a036308cced9. Label: Human Capital, Score: 0.40337881445884705
2023-12-03 20:54:40,883 - INFO - FinBERT-ESG classification completed for document 656b11bc56b3a036308cceda. Label: Community Relations, Score: 0.464500367641449
2023-12-03 20:54:41,551 - INFO - FinBERT-ESG classification completed for document 656b11bc56b3a036308ccedb. Label: Community Relations, Score: 0.455390989780426
2023-12-03 20:54:42,593 - INFO - FinBERT-ESG classification completed for document 656b120d56b3a036308ccee7. Label: Community Relations, Score: 0.2872895300388336
2023-12-03 20:54:43,313 - INFO - FinBERT-ESG classification completed for document 656b120e56b3a036308ccee8. Label: Business Ethics & Values, Score: 0.798555314540863
2023-12-03 20:54:44,053 - INFO - FinBERT-ESG classification completed for document 656b120e56b3a036308ccee9. Label: Business Ethics & Values, Score: 0.7247500419616699
2023-12-03 20:54:44,558 - INFO - FinBERT-ESG classification completed for document 656b120e56b3a036308cceea. Label: Product Liability, Score: 0.606602668762207
2023-12-03 20:54:45,021 - INFO - FinBERT-ESG classification completed for document 656b120e56b3a036308cceeb. Label: Human Capital, Score: 0.785525381565094
2023-12-03 20:54:45,673 - INFO - FinBERT-ESG classification completed for document 656b120e56b3a036308cceec. Label: Business Ethics & Values, Score: 0.9721090793609619
2023-12-03 20:54:46,347 - INFO - FinBERT-ESG classification completed for document 656b120f56b3a036308cceed. Label: Human Capital, Score: 0.9477134346961975
2023-12-03 20:54:46,954 - INFO - FinBERT-ESG classification completed for document 656b120f56b3a036308cceee. Label: Community Relations, Score: 0.4337065815925598
2023-12-03 20:54:47,599 - INFO - FinBERT-ESG classification completed for document 656b120f56b3a036308cceef. Label: Business Ethics & Values, Score: 0.6025899648666382
2023-12-03 20:54:48,245 - INFO - FinBERT-ESG classification completed for document 656b125a56b3a036308ccefb. Label: Business Ethics & Values, Score: 0.8008179664611816
2023-12-03 20:54:48,950 - INFO - FinBERT-ESG classification completed for document 656b125a56b3a036308ccefc. Label: Business Ethics & Values, Score: 0.9123420119285583
2023-12-03 20:54:49,787 - INFO - FinBERT-ESG classification completed for document 656b125a56b3a036308ccefd. Label: Community Relations, Score: 0.9811041355133057
2023-12-03 20:54:50,482 - INFO - FinBERT-ESG classification completed for document 656b125a56b3a036308ccefe. Label: Community Relations, Score: 0.49450233578681946
2023-12-03 20:54:51,325 - INFO - FinBERT-ESG classification completed for document 656b125b56b3a036308cceff. Label: Community Relations, Score: 0.9444705247879028
2023-12-03 20:54:55,838 - INFO - FinBERT-ESG classification completed for document 656b125b56b3a036308ccf00. Label: Community Relations, Score: 0.9034462571144104
2023-12-03 20:54:56,506 - INFO - FinBERT-ESG classification completed for document 656b125b56b3a036308ccf01. Label: Community Relations, Score: 0.9891620874404907
2023-12-03 20:54:57,401 - INFO - FinBERT-ESG classification completed for document 656b125b56b3a036308ccf02. Label: Community Relations, Score: 0.7802323698997498
2023-12-03 20:54:58,070 - INFO - FinBERT-ESG classification completed for document 656b125c56b3a036308ccf03. Label: Corporate Governance, Score: 0.5987334847450256
2023-12-03 20:54:58,742 - INFO - FinBERT-ESG classification completed for document 656b129e56b3a036308ccf0f. Label: Business Ethics & Values, Score: 0.7492637634277344
2023-12-03 20:54:59,554 - INFO - FinBERT-ESG classification completed for document 656b129e56b3a036308ccf10. Label: Business Ethics & Values, Score: 0.7699103951454163
2023-12-03 20:55:00,199 - INFO - FinBERT-ESG classification completed for document 656b129f56b3a036308ccf11. Label: Community Relations, Score: 0.5515286326408386
2023-12-03 20:55:01,102 - INFO - FinBERT-ESG classification completed for document 656b129f56b3a036308ccf12. Label: Business Ethics & Values, Score: 0.9422382712364197
2023-12-03 20:55:01,977 - INFO - FinBERT-ESG classification completed for document 656b129f56b3a036308ccf13. Label: Community Relations, Score: 0.4750950038433075
2023-12-03 20:55:02,648 - INFO - FinBERT-ESG classification completed for document 656b129f56b3a036308ccf14. Label: Business Ethics & Values, Score: 0.49148029088974
2023-12-03 20:55:03,403 - INFO - FinBERT-ESG classification completed for document 656b12a056b3a036308ccf15. Label: Business Ethics & Values, Score: 0.7059033513069153
2023-12-03 20:55:04,110 - INFO - FinBERT-ESG classification completed for document 656b12a056b3a036308ccf16. Label: Corporate Governance, Score: 0.9473758935928345
2023-12-03 20:55:04,763 - INFO - FinBERT-ESG classification completed for document 656b12e156b3a036308ccf22. Label: Business Ethics & Values, Score: 0.3581910729408264
2023-12-03 20:55:05,451 - INFO - FinBERT-ESG classification completed for document 656b12e156b3a036308ccf23. Label: Community Relations, Score: 0.5238175392150879
2023-12-03 20:55:06,081 - INFO - FinBERT-ESG classification completed for document 656b12e256b3a036308ccf24. Label: Community Relations, Score: 0.9427810907363892
2023-12-03 20:55:06,822 - INFO - FinBERT-ESG classification completed for document 656b12e256b3a036308ccf25. Label: Community Relations, Score: 0.8419823050498962
2023-12-03 20:55:07,907 - INFO - FinBERT-ESG classification completed for document 656b12e256b3a036308ccf26. Label: Product Liability, Score: 0.37353840470314026
2023-12-03 20:55:08,598 - INFO - FinBERT-ESG classification completed for document 656b12e256b3a036308ccf27. Label: Community Relations, Score: 0.9185715913772583
2023-12-03 20:55:09,379 - INFO - FinBERT-ESG classification completed for document 656b12e356b3a036308ccf28. Label: Community Relations, Score: 0.5322075486183167
2023-12-03 20:55:10,151 - INFO - FinBERT-ESG classification completed for document 656b12e356b3a036308ccf29. Label: Community Relations, Score: 0.8621593713760376
2023-12-03 20:55:10,843 - INFO - FinBERT-ESG classification completed for document 656b133b56b3a036308ccf35. Label: Business Ethics & Values, Score: 0.8975645899772644
2023-12-03 20:55:11,379 - INFO - FinBERT-ESG classification completed for document 656b133b56b3a036308ccf36. Label: Business Ethics & Values, Score: 0.9155393242835999
2023-12-03 20:55:12,178 - INFO - FinBERT-ESG classification completed for document 656b133b56b3a036308ccf37. Label: Human Capital, Score: 0.5772093534469604
2023-12-03 20:55:12,873 - INFO - FinBERT-ESG classification completed for document 656b133c56b3a036308ccf38. Label: Community Relations, Score: 0.8741235733032227
2023-12-03 20:55:13,731 - INFO - FinBERT-ESG classification completed for document 656b133c56b3a036308ccf39. Label: Community Relations, Score: 0.7350038290023804
2023-12-03 20:55:14,454 - INFO - FinBERT-ESG classification completed for document 656b133c56b3a036308ccf3a. Label: Business Ethics & Values, Score: 0.5242587924003601
2023-12-03 20:55:14,945 - INFO - FinBERT-ESG classification completed for document 656b133c56b3a036308ccf3b. Label: Community Relations, Score: 0.9788859486579895
2023-12-03 20:55:15,570 - INFO - FinBERT-ESG classification completed for document 656b133d56b3a036308ccf3c. Label: Community Relations, Score: 0.569578230381012
2023-12-03 20:55:16,430 - INFO - FinBERT-ESG classification completed for document 656b133d56b3a036308ccf3d. Label: Business Ethics & Values, Score: 0.5742105841636658
2023-12-03 20:55:17,233 - INFO - FinBERT-ESG classification completed for document 656b139256b3a036308ccf49. Label: Community Relations, Score: 0.5971781015396118
2023-12-03 20:55:17,805 - INFO - FinBERT-ESG classification completed for document 656b139256b3a036308ccf4a. Label: Business Ethics & Values, Score: 0.6302099227905273
2023-12-03 20:55:18,493 - INFO - FinBERT-ESG classification completed for document 656b139356b3a036308ccf4b. Label: Business Ethics & Values, Score: 0.6266347169876099
2023-12-03 20:55:19,211 - INFO - FinBERT-ESG classification completed for document 656b139356b3a036308ccf4c. Label: Community Relations, Score: 0.8465792536735535
2023-12-03 20:55:19,822 - INFO - FinBERT-ESG classification completed for document 656b139356b3a036308ccf4d. Label: Community Relations, Score: 0.5604317784309387
2023-12-03 20:55:20,713 - INFO - FinBERT-ESG classification completed for document 656b139356b3a036308ccf4e. Label: Community Relations, Score: 0.8678538799285889
2023-12-03 20:55:21,456 - INFO - FinBERT-ESG classification completed for document 656b139356b3a036308ccf4f. Label: Business Ethics & Values, Score: 0.7837656736373901
2023-12-03 20:55:22,076 - INFO - FinBERT-ESG classification completed for document 656b139456b3a036308ccf50. Label: Natural Capital, Score: 0.8867371678352356
2023-12-03 20:55:22,867 - INFO - FinBERT-ESG classification completed for document 656b139456b3a036308ccf51. Label: Community Relations, Score: 0.9290517568588257
2023-12-03 20:55:23,646 - INFO - FinBERT-ESG classification completed for document 656b139456b3a036308ccf52. Label: Business Ethics & Values, Score: 0.47580161690711975
2023-12-03 20:55:24,272 - INFO - FinBERT-ESG classification completed for document 656b13f156b3a036308ccf5e. Label: Human Capital, Score: 0.8144853711128235
2023-12-03 20:55:25,013 - INFO - FinBERT-ESG classification completed for document 656b13f156b3a036308ccf5f. Label: Community Relations, Score: 0.982651948928833
2023-12-03 20:55:25,648 - INFO - FinBERT-ESG classification completed for document 656b13f256b3a036308ccf60. Label: Community Relations, Score: 0.6565138697624207
2023-12-03 20:55:26,190 - INFO - FinBERT-ESG classification completed for document 656b13f256b3a036308ccf61. Label: Community Relations, Score: 0.6364508867263794
2023-12-03 20:55:26,902 - INFO - FinBERT-ESG classification completed for document 656b13f256b3a036308ccf62. Label: Corporate Governance, Score: 0.6501571536064148
2023-12-03 20:55:27,742 - INFO - FinBERT-ESG classification completed for document 656b13f256b3a036308ccf63. Label: Corporate Governance, Score: 0.893977165222168
2023-12-03 20:55:28,750 - INFO - FinBERT-ESG classification completed for document 656b13f356b3a036308ccf64. Label: Community Relations, Score: 0.6596361398696899
2023-12-03 20:55:29,609 - INFO - FinBERT-ESG classification completed for document 656b13f356b3a036308ccf65. Label: Community Relations, Score: 0.8407880663871765
2023-12-03 20:55:30,281 - INFO - FinBERT-ESG classification completed for document 656b13f356b3a036308ccf66. Label: Community Relations, Score: 0.8052102327346802
2023-12-03 20:55:30,962 - INFO - FinBERT-ESG classification completed for document 656b13f356b3a036308ccf67. Label: Human Capital, Score: 0.9578902721405029
2023-12-03 20:55:31,551 - INFO - FinBERT-ESG classification completed for document 656b145756b3a036308ccf73. Label: Business Ethics & Values, Score: 0.3901200294494629
2023-12-03 20:55:32,149 - INFO - FinBERT-ESG classification completed for document 656b145756b3a036308ccf74. Label: Corporate Governance, Score: 0.8839470744132996
2023-12-03 20:55:32,941 - INFO - FinBERT-ESG classification completed for document 656b145756b3a036308ccf75. Label: Community Relations, Score: 0.5884850025177002
2023-12-03 20:55:33,444 - INFO - FinBERT-ESG classification completed for document 656b145756b3a036308ccf76. Label: Community Relations, Score: 0.7854116559028625
2023-12-03 20:55:33,918 - INFO - FinBERT-ESG classification completed for document 656b145856b3a036308ccf77. Label: Business Ethics & Values, Score: 0.9172530770301819
2023-12-03 20:55:34,714 - INFO - FinBERT-ESG classification completed for document 656b145856b3a036308ccf78. Label: Community Relations, Score: 0.6164714097976685
2023-12-03 20:55:35,327 - INFO - FinBERT-ESG classification completed for document 656b145856b3a036308ccf79. Label: Community Relations, Score: 0.8606421947479248
2023-12-03 20:55:36,053 - INFO - FinBERT-ESG classification completed for document 656b145956b3a036308ccf7a. Label: Business Ethics & Values, Score: 0.8198683857917786
2023-12-03 20:55:36,757 - INFO - FinBERT-ESG classification completed for document 656b145956b3a036308ccf7b. Label: Business Ethics & Values, Score: 0.6464091539382935
2023-12-03 20:55:37,549 - INFO - FinBERT-ESG classification completed for document 656b145956b3a036308ccf7c. Label: Climate Change, Score: 0.9073776006698608
2023-12-03 20:55:38,300 - INFO - FinBERT-ESG classification completed for document 656b14b556b3a036308ccf88. Label: Community Relations, Score: 0.4473901391029358
2023-12-03 20:55:38,999 - INFO - FinBERT-ESG classification completed for document 656b14b556b3a036308ccf89. Label: Business Ethics & Values, Score: 0.7112248539924622
2023-12-03 20:55:39,843 - INFO - FinBERT-ESG classification completed for document 656b14b656b3a036308ccf8a. Label: Business Ethics & Values, Score: 0.8765621781349182
2023-12-03 20:55:40,575 - INFO - FinBERT-ESG classification completed for document 656b14b656b3a036308ccf8b. Label: Business Ethics & Values, Score: 0.9558982253074646
2023-12-03 20:55:41,174 - INFO - FinBERT-ESG classification completed for document 656b14b656b3a036308ccf8c. Label: Human Capital, Score: 0.9716030359268188
2023-12-03 20:55:41,876 - INFO - FinBERT-ESG classification completed for document 656b14b656b3a036308ccf8d. Label: Community Relations, Score: 0.6065683960914612
2023-12-03 20:55:42,840 - INFO - FinBERT-ESG classification completed for document 656b14b656b3a036308ccf8e. Label: Corporate Governance, Score: 0.5000739693641663
2023-12-03 20:55:43,729 - INFO - FinBERT-ESG classification completed for document 656b14b756b3a036308ccf8f. Label: Business Ethics & Values, Score: 0.6672818064689636
2023-12-03 20:55:44,396 - INFO - FinBERT-ESG classification completed for document 656b14b756b3a036308ccf90. Label: Business Ethics & Values, Score: 0.8473280668258667
2023-12-03 20:55:45,066 - INFO - FinBERT-ESG classification completed for document 656b14b756b3a036308ccf91. Label: Business Ethics & Values, Score: 0.8223370313644409
2023-12-03 20:55:45,879 - INFO - FinBERT-ESG classification completed for document 656b151356b3a036308ccf9d. Label: Community Relations, Score: 0.8232126235961914
2023-12-03 20:55:46,517 - INFO - FinBERT-ESG classification completed for document 656b151356b3a036308ccf9e. Label: Corporate Governance, Score: 0.864229679107666
2023-12-03 20:55:47,241 - INFO - FinBERT-ESG classification completed for document 656b151356b3a036308ccf9f. Label: Business Ethics & Values, Score: 0.9618149995803833
2023-12-03 20:55:48,067 - INFO - FinBERT-ESG classification completed for document 656b151456b3a036308ccfa0. Label: Human Capital, Score: 0.9074416756629944
2023-12-03 20:55:48,761 - INFO - FinBERT-ESG classification completed for document 656b151456b3a036308ccfa1. Label: Corporate Governance, Score: 0.5816102027893066
2023-12-03 20:55:49,317 - INFO - FinBERT-ESG classification completed for document 656b151456b3a036308ccfa2. Label: Business Ethics & Values, Score: 0.46558907628059387
2023-12-03 20:55:50,006 - INFO - FinBERT-ESG classification completed for document 656b151456b3a036308ccfa3. Label: Community Relations, Score: 0.612377941608429
2023-12-03 20:55:50,753 - INFO - FinBERT-ESG classification completed for document 656b151556b3a036308ccfa4. Label: Corporate Governance, Score: 0.6419828534126282
2023-12-03 20:55:51,262 - INFO - FinBERT-ESG classification completed for document 656b159056b3a036308ccfb0. Label: Business Ethics & Values, Score: 0.7377547025680542
2023-12-03 20:55:51,722 - INFO - FinBERT-ESG classification completed for document 656b159056b3a036308ccfb1. Label: Human Capital, Score: 0.34583133459091187
2023-12-03 20:55:52,627 - INFO - FinBERT-ESG classification completed for document 656b159056b3a036308ccfb2. Label: Business Ethics & Values, Score: 0.868453323841095
2023-12-03 20:55:53,311 - INFO - FinBERT-ESG classification completed for document 656b159156b3a036308ccfb3. Label: Community Relations, Score: 0.9526724815368652
2023-12-03 20:55:54,014 - INFO - FinBERT-ESG classification completed for document 656b159156b3a036308ccfb4. Label: Human Capital, Score: 0.9921507835388184
2023-12-03 20:55:54,760 - INFO - FinBERT-ESG classification completed for document 656b159156b3a036308ccfb5. Label: Human Capital, Score: 0.815415620803833
2023-12-03 20:55:55,407 - INFO - FinBERT-ESG classification completed for document 656b159256b3a036308ccfb6. Label: Business Ethics & Values, Score: 0.9837835431098938
2023-12-03 20:55:56,205 - INFO - FinBERT-ESG classification completed for document 656b159256b3a036308ccfb7. Label: Community Relations, Score: 0.5353891849517822
