2023-12-03 20:25:40,698 - INFO - === Script execution START (FLS Classification) at: 2023-12-03 20:25:40.698066 ===
2023-12-05 23:52:00,956 - INFO - === Script execution START (FLS Classification) at: 2023-12-05 23:52:00.956576 ===
2023-12-05 23:52:06,599 - INFO - FinBERT-FLS classification completed for document 656e45db2f568a5a60d879f7. Label: Not FLS, Score: 0.9742143154144287
2023-12-05 23:52:06,989 - INFO - FinBERT-FLS classification completed for document 656e45db2f568a5a60d879f8. Label: Not FLS, Score: 0.9796556234359741
2023-12-05 23:52:07,232 - INFO - FinBERT-FLS classification completed for document 656e45db2f568a5a60d879f9. Label: Not FLS, Score: 0.9429235458374023
2023-12-05 23:52:07,570 - INFO - FinBERT-FLS classification completed for document 656e45f82f568a5a60d879fe. Label: Not FLS, Score: 0.9737485647201538
2023-12-05 23:52:08,096 - INFO - FinBERT-FLS classification completed for document 656e45f82f568a5a60d879ff. Label: Not FLS, Score: 0.9734024405479431
2023-12-05 23:52:08,334 - INFO - FinBERT-FLS classification completed for document 656e45f92f568a5a60d87a00. Label: Not FLS, Score: 0.7022644877433777
2023-12-05 23:52:08,658 - INFO - FinBERT-FLS classification completed for document 656e46122f568a5a60d87a05. Label: Not FLS, Score: 0.9757123589515686
2023-12-05 23:52:09,056 - INFO - FinBERT-FLS classification completed for document 656e46122f568a5a60d87a06. Label: Not FLS, Score: 0.9708459377288818
2023-12-05 23:52:09,325 - INFO - FinBERT-FLS classification completed for document 656e46132f568a5a60d87a07. Label: Not FLS, Score: 0.9712373614311218
2023-12-05 23:52:09,525 - INFO - FinBERT-FLS classification completed for document 656e46282f568a5a60d87a0c. Label: Specific FLS, Score: 0.7067272663116455
2023-12-05 23:52:09,796 - INFO - FinBERT-FLS classification completed for document 656e46282f568a5a60d87a0d. Label: Not FLS, Score: 0.9617043733596802
2023-12-05 23:52:10,388 - INFO - FinBERT-FLS classification completed for document 656e463f2f568a5a60d87a12. Label: Not FLS, Score: 0.929347574710846
2023-12-05 23:52:11,279 - INFO - FinBERT-FLS classification completed for document 656e463f2f568a5a60d87a13. Label: Not FLS, Score: 0.9591177701950073
2023-12-05 23:52:11,614 - INFO - FinBERT-FLS classification completed for document 656e464f2f568a5a60d87a18. Label: Not FLS, Score: 0.9670016765594482
2023-12-05 23:52:11,922 - INFO - FinBERT-FLS classification completed for document 656e46642f568a5a60d87a1d. Label: Not FLS, Score: 0.9735549688339233
2023-12-05 23:52:12,567 - INFO - FinBERT-FLS classification completed for document 656e46642f568a5a60d87a1e. Label: Not FLS, Score: 0.7707863450050354
2023-12-05 23:52:12,820 - INFO - FinBERT-FLS classification completed for document 656e46652f568a5a60d87a1f. Label: Not FLS, Score: 0.9558907747268677
2023-12-05 23:52:13,077 - INFO - FinBERT-FLS classification completed for document 656e46abb69f65a7dd0f3d66. Label: Not FLS, Score: 0.983249843120575
2023-12-05 23:52:13,501 - INFO - FinBERT-FLS classification completed for document 656e46abb69f65a7dd0f3d67. Label: Not FLS, Score: 0.9783742427825928
2023-12-05 23:52:13,727 - INFO - FinBERT-FLS classification completed for document 656e46beb69f65a7dd0f3d6e. Label: Not FLS, Score: 0.9051454067230225
2023-12-05 23:52:13,909 - INFO - FinBERT-FLS classification completed for document 656e46ceb69f65a7dd0f3d75. Label: Not FLS, Score: 0.9643774032592773
2023-12-05 23:52:14,101 - INFO - FinBERT-FLS classification completed for document 656e46cfb69f65a7dd0f3d76. Label: Not FLS, Score: 0.8408575057983398
2023-12-05 23:52:14,612 - INFO - FinBERT-FLS classification completed for document 656e46e6b69f65a7dd0f3d7d. Label: Not FLS, Score: 0.9320014119148254
2023-12-05 23:52:14,946 - INFO - FinBERT-FLS classification completed for document 656e46e6b69f65a7dd0f3d7e. Label: Not FLS, Score: 0.9690024852752686
2023-12-05 23:52:15,741 - INFO - FinBERT-FLS classification completed for document 656e4701b69f65a7dd0f3d85. Label: Not FLS, Score: 0.9800798296928406
2023-12-05 23:52:16,714 - INFO - FinBERT-FLS classification completed for document 656e4701b69f65a7dd0f3d86. Label: Not FLS, Score: 0.9660729765892029
2023-12-05 23:52:17,237 - INFO - FinBERT-FLS classification completed for document 656e471ab69f65a7dd0f3d8d. Label: Not FLS, Score: 0.9453451633453369
2023-12-05 23:52:17,529 - INFO - FinBERT-FLS classification completed for document 656e471ab69f65a7dd0f3d8e. Label: Not FLS, Score: 0.985213577747345
2023-12-05 23:52:17,968 - INFO - FinBERT-FLS classification completed for document 656e472cb69f65a7dd0f3d95. Label: Not FLS, Score: 0.9760457873344421
2023-12-05 23:52:18,243 - INFO - FinBERT-FLS classification completed for document 656e4748b69f65a7dd0f3d9c. Label: Not FLS, Score: 0.961724579334259
2023-12-05 23:52:18,545 - INFO - FinBERT-FLS classification completed for document 656e4748b69f65a7dd0f3d9d. Label: Not FLS, Score: 0.9642693400382996
2023-12-05 23:52:19,039 - INFO - FinBERT-FLS classification completed for document 656e4749b69f65a7dd0f3d9e. Label: Not FLS, Score: 0.9765014052391052
2023-12-05 23:52:19,290 - INFO - FinBERT-FLS classification completed for document 656e4749b69f65a7dd0f3d9f. Label: Not FLS, Score: 0.82304847240448
2023-12-05 23:52:19,534 - INFO - FinBERT-FLS classification completed for document 656e4777b69f65a7dd0f3da6. Label: Not FLS, Score: 0.9445418119430542
2023-12-05 23:52:19,823 - INFO - FinBERT-FLS classification completed for document 656e4777b69f65a7dd0f3da7. Label: Not FLS, Score: 0.8631776571273804
2023-12-05 23:52:20,182 - INFO - FinBERT-FLS classification completed for document 656e4777b69f65a7dd0f3da8. Label: Not FLS, Score: 0.8859477639198303
2023-12-05 23:52:20,447 - INFO - FinBERT-FLS classification completed for document 656e4778b69f65a7dd0f3da9. Label: Not FLS, Score: 0.9444798827171326
2023-12-05 23:52:20,720 - INFO - FinBERT-FLS classification completed for document 656e4778b69f65a7dd0f3daa. Label: Not FLS, Score: 0.9792839288711548
2023-12-05 23:52:21,017 - INFO - FinBERT-FLS classification completed for document 656e47acb69f65a7dd0f3db1. Label: Not FLS, Score: 0.9683024883270264
2023-12-05 23:52:21,431 - INFO - FinBERT-FLS classification completed for document 656e47acb69f65a7dd0f3db2. Label: Not FLS, Score: 0.5926389098167419
2023-12-05 23:52:21,724 - INFO - FinBERT-FLS classification completed for document 656e47acb69f65a7dd0f3db3. Label: Not FLS, Score: 0.518848180770874
2023-12-05 23:52:22,125 - INFO - FinBERT-FLS classification completed for document 656e47adb69f65a7dd0f3db4. Label: Not FLS, Score: 0.9760712385177612
2023-12-05 23:52:23,076 - INFO - FinBERT-FLS classification completed for document 656e47adb69f65a7dd0f3db5. Label: Not FLS, Score: 0.965021550655365
2023-12-05 23:52:23,706 - INFO - FinBERT-FLS classification completed for document 656e47dfb69f65a7dd0f3dbc. Label: Not FLS, Score: 0.7835872769355774
2023-12-05 23:52:23,986 - INFO - FinBERT-FLS classification completed for document 656e47dfb69f65a7dd0f3dbd. Label: Not FLS, Score: 0.9885249733924866
2023-12-05 23:52:24,446 - INFO - FinBERT-FLS classification completed for document 656e47dfb69f65a7dd0f3dbe. Label: Not FLS, Score: 0.920648455619812
2023-12-05 23:52:24,876 - INFO - FinBERT-FLS classification completed for document 656e47e0b69f65a7dd0f3dbf. Label: Not FLS, Score: 0.9741465449333191
2023-12-05 23:52:25,436 - INFO - FinBERT-FLS classification completed for document 656e4811b69f65a7dd0f3dc6. Label: Not FLS, Score: 0.9591343402862549
2023-12-05 23:52:26,238 - INFO - FinBERT-FLS classification completed for document 656e4811b69f65a7dd0f3dc7. Label: Not FLS, Score: 0.9175254702568054
2023-12-05 23:52:26,684 - INFO - FinBERT-FLS classification completed for document 656e4812b69f65a7dd0f3dc8. Label: Not FLS, Score: 0.969008207321167
2023-12-05 23:52:27,497 - INFO - FinBERT-FLS classification completed for document 656e4812b69f65a7dd0f3dc9. Label: Not FLS, Score: 0.9714317917823792
2023-12-05 23:52:28,239 - INFO - FinBERT-FLS classification completed for document 656e4812b69f65a7dd0f3dca. Label: Not FLS, Score: 0.9048742651939392
2023-12-05 23:52:28,814 - INFO - FinBERT-FLS classification completed for document 656e4833b69f65a7dd0f3dd1. Label: Not FLS, Score: 0.8922378420829773
2023-12-05 23:52:29,362 - INFO - FinBERT-FLS classification completed for document 656e4833b69f65a7dd0f3dd2. Label: Not FLS, Score: 0.9808890223503113
2023-12-05 23:52:29,582 - INFO - FinBERT-FLS classification completed for document 656e485bb69f65a7dd0f3dd9. Label: Not FLS, Score: 0.9752566814422607
2023-12-05 23:52:29,853 - INFO - FinBERT-FLS classification completed for document 656e485cb69f65a7dd0f3dda. Label: Not FLS, Score: 0.9685805439949036
2023-12-05 23:52:30,430 - INFO - FinBERT-FLS classification completed for document 656e485cb69f65a7dd0f3ddb. Label: Not FLS, Score: 0.9862729907035828
2023-12-05 23:52:30,640 - INFO - FinBERT-FLS classification completed for document 656e485cb69f65a7dd0f3ddc. Label: Specific FLS, Score: 0.4627687931060791
2023-12-05 23:52:31,028 - INFO - FinBERT-FLS classification completed for document 656e485cb69f65a7dd0f3ddd. Label: Not FLS, Score: 0.7405095100402832
2023-12-05 23:52:31,511 - INFO - FinBERT-FLS classification completed for document 656e4887b69f65a7dd0f3de4. Label: Not FLS, Score: 0.9778046011924744
2023-12-05 23:52:31,890 - INFO - FinBERT-FLS classification completed for document 656e4887b69f65a7dd0f3de5. Label: Specific FLS, Score: 0.6033339500427246
2023-12-05 23:52:32,479 - INFO - FinBERT-FLS classification completed for document 656e4888b69f65a7dd0f3de6. Label: Specific FLS, Score: 0.5415500402450562
2023-12-05 23:52:33,057 - INFO - FinBERT-FLS classification completed for document 656e4888b69f65a7dd0f3de7. Label: Not FLS, Score: 0.8950403332710266
2023-12-05 23:52:33,846 - INFO - FinBERT-FLS classification completed for document 656e48b4b69f65a7dd0f3dee. Label: Not FLS, Score: 0.9755086898803711
2023-12-05 23:52:34,149 - INFO - FinBERT-FLS classification completed for document 656e48b4b69f65a7dd0f3def. Label: Not FLS, Score: 0.8254050612449646
2023-12-05 23:52:34,345 - INFO - FinBERT-FLS classification completed for document 656e48b4b69f65a7dd0f3df0. Label: Specific FLS, Score: 0.7507773637771606
2023-12-05 23:52:34,915 - INFO - FinBERT-FLS classification completed for document 656e48b5b69f65a7dd0f3df1. Label: Not FLS, Score: 0.5078626871109009
2023-12-05 23:52:35,359 - INFO - FinBERT-FLS classification completed for document 656e48b5b69f65a7dd0f3df2. Label: Specific FLS, Score: 0.8117775321006775
2023-12-05 23:52:35,708 - INFO - FinBERT-FLS classification completed for document 656e48dfb69f65a7dd0f3df9. Label: Not FLS, Score: 0.9717680811882019
2023-12-05 23:52:36,336 - INFO - FinBERT-FLS classification completed for document 656e48dfb69f65a7dd0f3dfa. Label: Not FLS, Score: 0.9535687565803528
2023-12-05 23:52:36,749 - INFO - FinBERT-FLS classification completed for document 656e48dfb69f65a7dd0f3dfb. Label: Specific FLS, Score: 0.5061888694763184
2023-12-05 23:52:37,081 - INFO - FinBERT-FLS classification completed for document 656e48dfb69f65a7dd0f3dfc. Label: Not FLS, Score: 0.9735813736915588
2023-12-05 23:52:37,402 - INFO - FinBERT-FLS classification completed for document 656e48e0b69f65a7dd0f3dfd. Label: Not FLS, Score: 0.9615181088447571
2023-12-05 23:52:37,630 - INFO - FinBERT-FLS classification completed for document 656e4911b69f65a7dd0f3e04. Label: Not FLS, Score: 0.9843239188194275
2023-12-05 23:52:37,994 - INFO - FinBERT-FLS classification completed for document 656e4911b69f65a7dd0f3e05. Label: Not FLS, Score: 0.7506183981895447
2023-12-05 23:52:38,735 - INFO - FinBERT-FLS classification completed for document 656e4911b69f65a7dd0f3e06. Label: Specific FLS, Score: 0.692721962928772
2023-12-05 23:52:39,055 - INFO - FinBERT-FLS classification completed for document 656e4912b69f65a7dd0f3e07. Label: Not FLS, Score: 0.9191091656684875
2023-12-05 23:52:39,483 - INFO - FinBERT-FLS classification completed for document 656e4912b69f65a7dd0f3e08. Label: Not FLS, Score: 0.9836408495903015
2023-12-05 23:52:39,916 - INFO - FinBERT-FLS classification completed for document 656e4942b69f65a7dd0f3e0f. Label: Not FLS, Score: 0.976565420627594
2023-12-05 23:52:40,130 - INFO - FinBERT-FLS classification completed for document 656e4943b69f65a7dd0f3e10. Label: Specific FLS, Score: 0.5807691216468811
2023-12-05 23:52:40,498 - INFO - FinBERT-FLS classification completed for document 656e4943b69f65a7dd0f3e11. Label: Not FLS, Score: 0.9558948278427124
2023-12-05 23:52:40,901 - INFO - FinBERT-FLS classification completed for document 656e4943b69f65a7dd0f3e12. Label: Not FLS, Score: 0.706631064414978
2023-12-05 23:52:41,192 - INFO - FinBERT-FLS classification completed for document 656e4943b69f65a7dd0f3e13. Label: Not FLS, Score: 0.9768353700637817
2023-12-05 23:52:41,554 - INFO - FinBERT-FLS classification completed for document 656e496fb69f65a7dd0f3e1a. Label: Not FLS, Score: 0.9792246222496033
2023-12-05 23:52:41,942 - INFO - FinBERT-FLS classification completed for document 656e496fb69f65a7dd0f3e1b. Label: Not FLS, Score: 0.5501276850700378
2023-12-05 23:52:42,285 - INFO - FinBERT-FLS classification completed for document 656e496fb69f65a7dd0f3e1c. Label: Not FLS, Score: 0.974349319934845
2023-12-05 23:52:42,485 - INFO - FinBERT-FLS classification completed for document 656e4970b69f65a7dd0f3e1d. Label: Specific FLS, Score: 0.8223389387130737
2023-12-05 23:52:42,761 - INFO - FinBERT-FLS classification completed for document 656e49b3b69f65a7dd0f3e24. Label: Not FLS, Score: 0.9374444484710693
2023-12-05 23:52:43,246 - INFO - FinBERT-FLS classification completed for document 656e49b3b69f65a7dd0f3e25. Label: Not FLS, Score: 0.9729673266410828
2023-12-05 23:52:43,583 - INFO - FinBERT-FLS classification completed for document 656e49b3b69f65a7dd0f3e26. Label: Not FLS, Score: 0.9704554080963135
2023-12-05 23:52:43,833 - INFO - FinBERT-FLS classification completed for document 656e49b3b69f65a7dd0f3e27. Label: Not FLS, Score: 0.9753124713897705
2023-12-05 23:52:44,052 - INFO - FinBERT-FLS classification completed for document 656e49b4b69f65a7dd0f3e28. Label: Not FLS, Score: 0.8957957625389099
2023-12-05 23:52:44,377 - INFO - FinBERT-FLS classification completed for document 656e49d9b69f65a7dd0f3e2f. Label: Not FLS, Score: 0.9302431344985962
2023-12-05 23:52:44,653 - INFO - FinBERT-FLS classification completed for document 656e49d9b69f65a7dd0f3e30. Label: Not FLS, Score: 0.9735559821128845
2023-12-05 23:52:44,887 - INFO - FinBERT-FLS classification completed for document 656e49d9b69f65a7dd0f3e31. Label: Not FLS, Score: 0.9852655529975891
2023-12-05 23:52:45,340 - INFO - FinBERT-FLS classification completed for document 656e4a0cb69f65a7dd0f3e38. Label: Not FLS, Score: 0.9746671319007874
2023-12-05 23:52:45,543 - INFO - FinBERT-FLS classification completed for document 656e4a0cb69f65a7dd0f3e39. Label: Non-specific FLS, Score: 0.6982589960098267
2023-12-05 23:52:45,753 - INFO - FinBERT-FLS classification completed for document 656e4a0cb69f65a7dd0f3e3a. Label: Not FLS, Score: 0.9810956120491028
2023-12-05 23:52:45,988 - INFO - FinBERT-FLS classification completed for document 656e4a0db69f65a7dd0f3e3b. Label: Not FLS, Score: 0.9766368269920349
2023-12-05 23:52:46,197 - INFO - FinBERT-FLS classification completed for document 656e4a0db69f65a7dd0f3e3c. Label: Not FLS, Score: 0.9827619194984436
2023-12-05 23:52:46,790 - INFO - FinBERT-FLS classification completed for document 656e4a39b69f65a7dd0f3e43. Label: Not FLS, Score: 0.9595573544502258
2023-12-05 23:53:20,997 - INFO - FinBERT-FLS classification completed for document 656e4a3ab69f65a7dd0f3e44. Label: Not FLS, Score: 0.9778944253921509
2023-12-05 23:53:21,325 - INFO - FinBERT-FLS classification completed for document 656e4a3ab69f65a7dd0f3e45. Label: Not FLS, Score: 0.9815708994865417
2023-12-05 23:53:21,669 - INFO - FinBERT-FLS classification completed for document 656e4a3ab69f65a7dd0f3e46. Label: Not FLS, Score: 0.9445202350616455
2023-12-05 23:53:21,856 - INFO - FinBERT-FLS classification completed for document 656e4a73b69f65a7dd0f3e4d. Label: Not FLS, Score: 0.8967764973640442
2023-12-05 23:53:22,208 - INFO - FinBERT-FLS classification completed for document 656e4a73b69f65a7dd0f3e4e. Label: Not FLS, Score: 0.983346700668335
2023-12-05 23:53:22,554 - INFO - FinBERT-FLS classification completed for document 656e4a74b69f65a7dd0f3e4f. Label: Not FLS, Score: 0.9826474785804749
2023-12-05 23:53:22,788 - INFO - FinBERT-FLS classification completed for document 656e4a74b69f65a7dd0f3e50. Label: Not FLS, Score: 0.5654942393302917
2023-12-05 23:53:23,359 - INFO - FinBERT-FLS classification completed for document 656e4a74b69f65a7dd0f3e51. Label: Not FLS, Score: 0.9402273893356323
2023-12-05 23:53:23,638 - INFO - FinBERT-FLS classification completed for document 656e4aa6b69f65a7dd0f3e58. Label: Not FLS, Score: 0.8594804406166077
2023-12-05 23:53:23,909 - INFO - FinBERT-FLS classification completed for document 656e4aa6b69f65a7dd0f3e59. Label: Not FLS, Score: 0.9488810896873474
2023-12-05 23:53:24,159 - INFO - FinBERT-FLS classification completed for document 656e4aa7b69f65a7dd0f3e5a. Label: Not FLS, Score: 0.9631275534629822
2023-12-05 23:53:24,620 - INFO - FinBERT-FLS classification completed for document 656e4aa7b69f65a7dd0f3e5b. Label: Specific FLS, Score: 0.45581579208374023
2023-12-05 23:53:24,835 - INFO - FinBERT-FLS classification completed for document 656e4aa7b69f65a7dd0f3e5c. Label: Not FLS, Score: 0.955639660358429
2023-12-05 23:53:25,119 - INFO - FinBERT-FLS classification completed for document 656e4aceb69f65a7dd0f3e63. Label: Not FLS, Score: 0.8717160224914551
2023-12-05 23:53:25,795 - INFO - FinBERT-FLS classification completed for document 656e4aceb69f65a7dd0f3e64. Label: Not FLS, Score: 0.9289692640304565
2023-12-05 23:53:25,998 - INFO - FinBERT-FLS classification completed for document 656e4acfb69f65a7dd0f3e65. Label: Not FLS, Score: 0.9311044812202454
2023-12-05 23:53:26,215 - INFO - FinBERT-FLS classification completed for document 656e4acfb69f65a7dd0f3e66. Label: Not FLS, Score: 0.9803574681282043
2023-12-05 23:53:26,521 - INFO - FinBERT-FLS classification completed for document 656e4b04b69f65a7dd0f3e6d. Label: Not FLS, Score: 0.7915917038917542
2023-12-05 23:53:26,665 - INFO - FinBERT-FLS classification completed for document 656e4b04b69f65a7dd0f3e6e. Label: Not FLS, Score: 0.6972544193267822
2023-12-05 23:53:27,067 - INFO - FinBERT-FLS classification completed for document 656e4b04b69f65a7dd0f3e6f. Label: Not FLS, Score: 0.9579876065254211
2023-12-05 23:53:27,381 - INFO - FinBERT-FLS classification completed for document 656e4b04b69f65a7dd0f3e70. Label: Not FLS, Score: 0.9301958084106445
2023-12-05 23:53:27,755 - INFO - FinBERT-FLS classification completed for document 656e4b05b69f65a7dd0f3e71. Label: Not FLS, Score: 0.8678089380264282
2023-12-05 23:53:28,431 - INFO - FinBERT-FLS classification completed for document 656e4b35b69f65a7dd0f3e78. Label: Not FLS, Score: 0.9405122995376587
2023-12-05 23:53:28,741 - INFO - FinBERT-FLS classification completed for document 656e4b35b69f65a7dd0f3e79. Label: Not FLS, Score: 0.980556070804596
2023-12-05 23:53:29,470 - INFO - FinBERT-FLS classification completed for document 656e4b35b69f65a7dd0f3e7a. Label: Not FLS, Score: 0.9637421369552612
2023-12-05 23:53:29,736 - INFO - FinBERT-FLS classification completed for document 656e4b35b69f65a7dd0f3e7b. Label: Specific FLS, Score: 0.7902399897575378
2023-12-05 23:53:30,459 - INFO - FinBERT-FLS classification completed for document 656e4b36b69f65a7dd0f3e7c. Label: Not FLS, Score: 0.95879065990448
2023-12-05 23:53:30,707 - INFO - FinBERT-FLS classification completed for document 656e4b65b69f65a7dd0f3e83. Label: Not FLS, Score: 0.9672849774360657
2023-12-05 23:53:30,921 - INFO - FinBERT-FLS classification completed for document 656e4b66b69f65a7dd0f3e84. Label: Not FLS, Score: 0.9761372208595276
2023-12-05 23:53:31,171 - INFO - FinBERT-FLS classification completed for document 656e4b66b69f65a7dd0f3e85. Label: Not FLS, Score: 0.978879988193512
2023-12-05 23:53:31,409 - INFO - FinBERT-FLS classification completed for document 656e4b67b69f65a7dd0f3e86. Label: Not FLS, Score: 0.9068320393562317
2023-12-05 23:53:31,623 - INFO - FinBERT-FLS classification completed for document 656e4b68b69f65a7dd0f3e87. Label: Not FLS, Score: 0.976293683052063
2023-12-05 23:53:31,843 - INFO - FinBERT-FLS classification completed for document 656e4b9fb69f65a7dd0f3e8e. Label: Not FLS, Score: 0.9694622755050659
2023-12-05 23:53:32,222 - INFO - FinBERT-FLS classification completed for document 656e4b9fb69f65a7dd0f3e8f. Label: Not FLS, Score: 0.9574905037879944
2023-12-05 23:53:32,625 - INFO - FinBERT-FLS classification completed for document 656e4b9fb69f65a7dd0f3e90. Label: Not FLS, Score: 0.941889762878418
2023-12-05 23:53:32,847 - INFO - FinBERT-FLS classification completed for document 656e4ba0b69f65a7dd0f3e91. Label: Not FLS, Score: 0.6728290319442749
2023-12-05 23:53:33,288 - INFO - FinBERT-FLS classification completed for document 656e4ba0b69f65a7dd0f3e92. Label: Specific FLS, Score: 0.902147114276886
2023-12-05 23:53:33,878 - INFO - FinBERT-FLS classification completed for document 656e4bccb69f65a7dd0f3e99. Label: Not FLS, Score: 0.9507752060890198
2023-12-05 23:53:34,133 - INFO - FinBERT-FLS classification completed for document 656e4bccb69f65a7dd0f3e9a. Label: Not FLS, Score: 0.9535948634147644
2023-12-05 23:53:34,561 - INFO - FinBERT-FLS classification completed for document 656e4bccb69f65a7dd0f3e9b. Label: Not FLS, Score: 0.7324346303939819
2023-12-05 23:53:35,264 - INFO - FinBERT-FLS classification completed for document 656e4d52c29059a0c7a00f34. Label: Not FLS, Score: 0.9763363599777222
2023-12-05 23:53:35,830 - INFO - FinBERT-FLS classification completed for document 656e4d53c29059a0c7a00f35. Label: Not FLS, Score: 0.9643359780311584
2023-12-05 23:53:36,223 - INFO - FinBERT-FLS classification completed for document 656e4d53c29059a0c7a00f36. Label: Not FLS, Score: 0.6578052639961243
2023-12-05 23:53:36,658 - INFO - FinBERT-FLS classification completed for document 656e4d53c29059a0c7a00f37. Label: Not FLS, Score: 0.9700849652290344
2023-12-05 23:53:37,154 - INFO - FinBERT-FLS classification completed for document 656e4d53c29059a0c7a00f38. Label: Not FLS, Score: 0.9693272113800049
2023-12-05 23:53:37,743 - INFO - FinBERT-FLS classification completed for document 656e4d78c29059a0c7a00f3f. Label: Not FLS, Score: 0.9646257162094116
2023-12-05 23:53:38,045 - INFO - FinBERT-FLS classification completed for document 656e4d79c29059a0c7a00f40. Label: Not FLS, Score: 0.9390885233879089
2023-12-05 23:53:38,302 - INFO - FinBERT-FLS classification completed for document 656e4d79c29059a0c7a00f41. Label: Not FLS, Score: 0.9095590114593506
2023-12-05 23:53:38,747 - INFO - FinBERT-FLS classification completed for document 656e4d79c29059a0c7a00f42. Label: Not FLS, Score: 0.9827532768249512
2023-12-05 23:53:39,555 - INFO - FinBERT-FLS classification completed for document 656e4d79c29059a0c7a00f43. Label: Not FLS, Score: 0.9781095385551453
2023-12-05 23:53:40,045 - INFO - FinBERT-FLS classification completed for document 656e4d9fc29059a0c7a00f4a. Label: Not FLS, Score: 0.9369683265686035
2023-12-05 23:53:40,294 - INFO - FinBERT-FLS classification completed for document 656e4da0c29059a0c7a00f4b. Label: Not FLS, Score: 0.8452882170677185
